book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
7454,96082,96082,7403922,58,316713732,9780316713730.0,Anita Shreve,2001.0,The Last Time They Met,The Last Time They Met,,3.48,13180,14791,1229,618,1715,5119,4568,2771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7462,456,456,1128381,50,140178139,9780140178140.0,Paul Auster,1992.0,Leviathan,Leviathan,eng,3.95,10002,11794,517,105,490,2684,5165,3350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7470,4961959,4961959,6793325,3,345506391,9780345506400.0,"Jim Butcher, Mark Powers, Ardian Syaf",2009.0,Jim Butcher's the Dresden Files: Storm Front,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",eng,4.36,11953,11977,201,57,204,1451,3908,6357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7471,13064,13064,2160020,24,446695718,9780446695720.0,Carl Hiaasen,1986.0,Tourist Season,Tourist Season,en-US,3.95,13850,14739,619,110,538,3478,6486,4127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7474,16071767,16071767,23590922,46,345539478,9780345539470.0,Karin Slaughter,2013.0,Unseen,"Unseen (Will Trent, #7)",eng,4.17,12277,16051,1226,113,392,2532,6612,6402,https://images.gr-assets.com/books/1361517437m/16071767.jpg,https://images.gr-assets.com/books/1361517437s/16071767.jpg
7478,15737147,15737147,21421044,17,1594631290,9781594631290.0,Anne Lamott,2012.0,,Help Thanks Wow: The Three Essential Prayers,eng,3.97,12245,13220,1820,221,706,2823,4929,4541,https://images.gr-assets.com/books/1348147479m/15737147.jpg,https://images.gr-assets.com/books/1348147479s/15737147.jpg
7483,370057,370057,360032,18,1414310587,9781414310590.0,Dee Henderson,2001.0,The Truth Seeker (O'Malley #3),The Truth Seeker (O'Malley #3),,4.39,13796,14433,284,72,233,1735,4364,8029,https://images.gr-assets.com/books/1406514043m/370057.jpg,https://images.gr-assets.com/books/1406514043s/370057.jpg
7487,28374062,28374062,47294100,16,62430211,9780062430210.0,Karin Slaughter,2016.0,The Kept Woman,"The Kept Woman (Will Trent, #8)",eng,4.1,8175,18120,1537,216,625,3116,7374,6789,https://images.gr-assets.com/books/1462032117m/28374062.jpg,https://images.gr-assets.com/books/1462032117s/28374062.jpg
7492,268275,268275,2644082,59,743466772,9780743466780.0,Sandra Brown,2005.0,Chill Factor,Chill Factor,en-US,3.95,13255,15092,974,147,647,3606,6119,4573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7493,2108198,2108198,2113600,37,747595380,9780747595380.0,"Neil Gaiman, Mark Buckingham",2008.0,Odd and the Frost Giants,Odd and the Frost Giants,eng,3.95,15407,20286,2570,81,687,5043,8927,5548,https://images.gr-assets.com/books/1323790894m/2108198.jpg,https://images.gr-assets.com/books/1323790894s/2108198.jpg
7498,29923,29923,168568,19,345434811,9780345434810.0,Jeff Shaara,1991.0,The Last Full Measure,"The Last Full Measure (The Civil War Trilogy, #3)",eng,4.22,12037,12619,299,64,218,1924,5063,5350,https://images.gr-assets.com/books/1331939776m/29923.jpg,https://images.gr-assets.com/books/1331939776s/29923.jpg
7502,2208744,2208744,2214520,9,1599901102,9781599901110.0,Jessica Day George,2008.0,"Dragon Flight (Dragon Slippers, #2)","Dragon Flight (Dragon Slippers, #2)",en-US,4.18,15918,16460,846,205,499,2840,5512,7404,https://images.gr-assets.com/books/1441437868m/2208744.jpg,https://images.gr-assets.com/books/1441437868s/2208744.jpg
7505,153782,153782,1112068,14,059039696X,9780590396970.0,Tamora Pierce,2003.0,Shatterglass,"Shatterglass (The Circle Opens, #4)",eng,4.16,18253,19233,242,104,596,3731,6493,8309,https://images.gr-assets.com/books/1366303866m/153782.jpg,https://images.gr-assets.com/books/1366303866s/153782.jpg
7510,17835766,17835766,24956525,24,,,Abbi Glines,2014.0,One More Chance,"One More Chance (Rosemary Beach, #8; Chance, #2)",eng,4.29,23899,25308,1898,211,707,3304,8413,12673,https://images.gr-assets.com/books/1397837715m/17835766.jpg,https://images.gr-assets.com/books/1397837715s/17835766.jpg
7533,94813,94813,91402,26,843949945,9780843949940.0,Christine Feehan,2002.0,Dark Guardian,"Dark Guardian (Dark, #9)",en-US,4.33,17197,18231,348,133,461,2430,5402,9805,https://images.gr-assets.com/books/1327896501m/94813.jpg,https://images.gr-assets.com/books/1327896501s/94813.jpg
7534,8492,8492,63709,18,1581345267,9781581345260.0,Frank E. Peretti,1992.0,Prophet,Prophet,en-US,3.92,11708,12324,243,230,723,3016,4130,4225,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7536,313263,313263,464925,30,505524473,9780505524480.0,Christine Feehan,2001.0,Dark Fire,"Dark Fire (Dark, #6)",eng,4.3,17704,18944,389,120,507,2802,5750,9765,https://images.gr-assets.com/books/1269221471m/313263.jpg,https://images.gr-assets.com/books/1269221471s/313263.jpg
7549,380976,380976,7176513,58,449003795,9780449003790.0,Sue Grafton,2000.0,"""P"" is for Peril","P is for Peril (Kinsey Millhone, #16)",,3.85,16799,18512,644,106,655,5617,7662,4472,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7556,52471,52471,2179632,34,743430344,9780743430340.0,Adriana Trigiani,2001.0,"Big Cherry Holler (Big Stone Gap, Book 2)","Big Cherry Holler (Big Stone Gap, #2)",eng,3.92,13356,14754,706,110,609,3763,6071,4201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7558,90475,90475,1361086,54,60096187,9780060096180.0,Meg Cabot,2004.0,Teen Idol,Teen Idol,en-US,3.53,20271,21934,871,529,2631,7845,6621,4308,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7571,30343,30343,13538232,52,1416532358,9781416532350.0,Sandra Brown,2006.0,Ricochet,Ricochet,eng,3.96,13327,14836,668,129,595,3619,5830,4663,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7572,199530,199530,3263283,35,1400061261,9781400061270.0,Fannie Flagg,2006.0,Can't Wait to Get to Heaven,Can't Wait to Get to Heaven,eng,3.89,12262,14190,1758,178,784,3597,5491,4140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7582,16248139,16248139,21856153,13,62132466,9780062132470.0,Dorothea Benton Frank,2013.0,,The Last Original Wife,eng,3.67,10974,13478,1713,312,1157,4078,5067,2864,https://images.gr-assets.com/books/1365988672m/16248139.jpg,https://images.gr-assets.com/books/1365988672s/16248139.jpg
7593,5986375,5986375,6160130,38,316068225,9780316068220.0,David Foster Wallace,2009.0,This is Water,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",eng,4.53,13312,14858,1245,73,237,1170,3675,9703,https://images.gr-assets.com/books/1344270056m/5986375.jpg,https://images.gr-assets.com/books/1344270056s/5986375.jpg
7598,2964700,2964700,2994229,13,375814701,9780375814710.0,Tamora Pierce,2011.0,Mastiff,"Mastiff (Beka Cooper, #3)",en-US,4.24,19695,20774,1403,240,703,3057,6547,10227,https://images.gr-assets.com/books/1302921347m/2964700.jpg,https://images.gr-assets.com/books/1302921347s/2964700.jpg
7603,22321,22321,513838,43,425190447,9780425190450.0,William Gibson,1999.0,All Tomorrow's Parties,"All Tomorrow's Parties (Bridge, #3)",en-US,3.88,11672,12890,336,56,556,3540,5425,3313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7605,9925913,9925913,14818841,24,,,John Sandford,2011.0,Shock Wave,"Shock Wave (Virgil Flowers, #5)",eng,4.19,11578,14834,906,61,231,2297,6499,5746,https://images.gr-assets.com/books/1292472145m/9925913.jpg,https://images.gr-assets.com/books/1292472145s/9925913.jpg
7610,13167062,13167062,18346304,16,312642717,9780312642720.0,Mary Kay Andrews,2012.0,,Spring Fever,en-US,3.92,14050,15456,1344,162,623,3846,6493,4332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7612,17334495,17334495,24066037,18,141654786X,9781416547860.0,Doris Kearns Goodwin,2013.0,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",eng,4.16,10384,12008,1498,220,342,1699,4775,4972,https://images.gr-assets.com/books/1386557352m/17334495.jpg,https://images.gr-assets.com/books/1386557352s/17334495.jpg
7634,18666006,18666006,26489935,16,385534833,9780385534830.0,Chris Bohjalian,2014.0,"Close Your Eyes, Hold Hands","Close Your Eyes, Hold Hands",eng,3.59,12107,13725,2210,360,1372,4302,5187,2504,https://images.gr-assets.com/books/1392355248m/18666006.jpg,https://images.gr-assets.com/books/1392355248s/18666006.jpg
7635,834378,834378,2887138,169,451199863,9780451199870.0,Agatha Christie,1953.0,A Pocket Full of Rye,"A Pocket Full of Rye (Miss Marple, #7)",eng,3.83,17513,19949,762,88,751,6293,8096,4721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7637,184850,184850,2043796,47,778324907,9780778324900.0,Robyn Carr,2007.0,Virgin River,"Virgin River (Virgin River, #1)",,4.12,17371,19555,1513,314,749,3292,7150,8050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7640,22642472,22642472,18444137,26,385539126,9780385539130.0,Margaret Atwood,2014.0,Stone Mattress,Stone Mattress: Nine Tales,eng,3.93,10622,14352,1898,205,663,3003,6568,3913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7643,18170134,18170134,25538798,39,316211265,9780316211260.0,"James Patterson, Marshall Karp",2014.0,NYPD Red 2,"NYPD Red 2 (NYPD Red, #2)",eng,4.07,9293,14204,991,103,382,2711,6180,4828,https://images.gr-assets.com/books/1373501096m/18170134.jpg,https://images.gr-assets.com/books/1373501096s/18170134.jpg
7644,12661,12661,1200992,40,812970438,9780812970430.0,James A. Michener,1978.0,Chesapeake,Chesapeake,en-US,4.14,15408,16846,656,113,489,3004,6523,6717,https://images.gr-assets.com/books/1421707536m/12661.jpg,https://images.gr-assets.com/books/1421707536s/12661.jpg
7652,60057,60057,1319726,33,345472446,9780345472440.0,Adriana Trigiani,2003.0,"Lucia, Lucia","Lucia, Lucia",eng,3.92,13360,14952,1352,119,649,3786,6155,4243,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7659,26114516,26114516,45844277,13,1250065941,9781250065940.0,Mary Kay Andrews,2016.0,,The Weekenders,,3.7,11552,15018,1480,346,1272,4402,5586,3412,https://images.gr-assets.com/books/1459725725m/26114516.jpg,https://images.gr-assets.com/books/1459725725s/26114516.jpg
7674,11532160,11532160,16470427,16,615487424,9780615487430.0,Jamie McGuire,2011.0,Requiem (Providence #2),"Requiem (Providence, #2)",eng,4.15,16911,17976,755,193,628,3092,6487,7576,https://images.gr-assets.com/books/1307717182m/11532160.jpg,https://images.gr-assets.com/books/1307717182s/11532160.jpg
7676,18079661,18079661,25323488,36,525953086,9780525953080.0,Lisa Gardner,2014.0,Fear Nothing,"Fear Nothing (Detective D.D. Warren, #7)",eng,4.1,5982,14645,1351,139,420,2544,6279,5263,https://images.gr-assets.com/books/1372049470m/18079661.jpg,https://images.gr-assets.com/books/1372049470s/18079661.jpg
7678,7290826,7290826,8567932,30,670021792,9780670021800.0,Jane Green,2010.0,,Promises to Keep,en-US,3.81,12830,14223,1062,251,841,3929,5474,3728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7679,10813480,10813480,15727095,9,,,Kristen Ashley,2011.0,For You,"For You (The 'Burg, #1)",eng,4.19,23889,24277,1528,414,793,3414,8756,10900,https://images.gr-assets.com/books/1327337194m/10813480.jpg,https://images.gr-assets.com/books/1327337194s/10813480.jpg
7681,148584,148584,895143,169,425067823,9780425067830.0,Agatha Christie,1972.0,Elephants Can Remember,"Elephants Can Remember (Hercule Poirot, #37)",eng,3.62,15420,18300,884,332,1638,6340,6243,3747,https://images.gr-assets.com/books/1309211932m/148584.jpg,https://images.gr-assets.com/books/1309211932s/148584.jpg
7684,59836,59836,1912773,55,440221315,9780440221320.0,Danielle Steel,1986.0,The Gift,The Gift,en-US,3.91,12382,13114,473,218,819,3420,4186,4471,https://images.gr-assets.com/books/1403190508m/59836.jpg,https://images.gr-assets.com/books/1403190508s/59836.jpg
7692,112874,112874,142735,35,1589190645,9781589190640.0,Jan Karon,1995.0,"These High, Green Hills","These High, Green Hills (Mitford Years, #3)",,4.27,14106,15486,475,45,202,2303,5939,6997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7694,20559676,20559676,25337090,17,,,J.A. Redmerski,2013.0,Killing Sarai,"Killing Sarai (In the Company of Killers, #1)",eng,4.17,11301,22997,2409,409,907,3368,7967,10346,https://images.gr-assets.com/books/1389883928m/20559676.jpg,https://images.gr-assets.com/books/1389883928s/20559676.jpg
7698,16045078,16045078,21823294,15,1250019672,9781250019680.0,Mary Kay Andrews,2013.0,Ladies' Night ,Ladies' Night,en-US,3.8,12306,14024,1480,218,791,3961,5657,3397,https://images.gr-assets.com/books/1376835524m/16045078.jpg,https://images.gr-assets.com/books/1376835524s/16045078.jpg
7699,14759321,14759321,20408849,21,312591837,9780312591830.0,Jane Green,2013.0,Family Pictures,Family Pictures ,eng,3.62,12089,14152,1662,342,1281,4464,5370,2695,https://images.gr-assets.com/books/1365217958m/14759321.jpg,https://images.gr-assets.com/books/1365217958s/14759321.jpg
7702,23252517,23252517,42794706,19,,,Amy Harmon,2014.0,The Law of Moses,"The Law of Moses (The Law of Moses, #1)",eng,4.37,17279,17920,2938,242,528,1794,5120,10236,https://images.gr-assets.com/books/1415024195m/23252517.jpg,https://images.gr-assets.com/books/1415024195s/23252517.jpg
7705,17191012,17191012,23643463,9,,,Tijan,2013.0,,"Fallen Crest Family (Fallen Crest High, #2)",en-US,4.28,21259,21335,1064,188,650,2949,6716,10832,https://images.gr-assets.com/books/1370197330m/17191012.jpg,https://images.gr-assets.com/books/1370197330s/17191012.jpg
7708,10960383,10960383,15878096,20,446582352,9780446582350.0,Joshilyn Jackson,2010.0,,A Grown-Up Kind of Pretty,eng,3.93,14800,15821,2072,227,692,3406,7150,4346,https://images.gr-assets.com/books/1442347366m/10960383.jpg,https://images.gr-assets.com/books/1442347366s/10960383.jpg
7710,89884,89884,1168090,29,375725768,9780375725760.0,Kent Haruf,2004.0,Eventide,"Eventide (Plainsong, #2)",eng,4.16,12661,14087,1302,60,310,2220,6165,5332,https://images.gr-assets.com/books/1320471712m/89884.jpg,https://images.gr-assets.com/books/1320471712s/89884.jpg
7718,313256,313256,2799713,30,,,Christine Feehan,2000.0,Dark challenge,"Dark Challenge (Dark, #5)",,4.23,17015,18612,355,120,556,3150,5924,8862,https://images.gr-assets.com/books/1330425767m/313256.jpg,https://images.gr-assets.com/books/1330425767s/313256.jpg
7719,15791403,15791403,21513003,38,1611130433,9781611130430.0,"James Patterson, David Ellis",2013.0,Mistress,Mistress,,3.52,10475,13598,1565,577,1561,4362,4368,2730,https://images.gr-assets.com/books/1375363772m/15791403.jpg,https://images.gr-assets.com/books/1375363772s/15791403.jpg
7721,38030,38030,811180,37,60519134,9780060519130.0,Mary Kay Andrews,2002.0,Savannah Blues,"Savannah Blues (Weezie and Bebe Mysteries, #1)",en-US,3.97,13886,15169,1036,123,572,3594,6157,4723,https://images.gr-assets.com/books/1327883095m/38030.jpg,https://images.gr-assets.com/books/1327883095s/38030.jpg
7722,294043,294043,285324,34,038081093X,9780380810930.0,James Rollins,2000.0,Excavation,Excavation,en-US,4.02,13148,14341,506,128,537,3230,5478,4968,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7724,144789,144789,504379,47,312937660,9780312937670.0,Matthew Reilly,2003.0,Scarecrow,"Scarecrow (Shane Schofield, #3)",eng,4.21,11900,12927,420,147,414,1991,4414,5961,https://images.gr-assets.com/books/1316635676m/144789.jpg,https://images.gr-assets.com/books/1316635676s/144789.jpg
7732,276877,276877,2883746,40,758211821,9780758211830.0,Lisa Jackson,2007.0,Absolute Fear,"Absolute Fear (New Orleans, #4)",en-US,4.15,13190,13864,381,113,388,2553,5121,5689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7733,43992,43992,5951603,55,743292499,9780743292500.0,Greg Iles,2006.0,True Evil,True Evil,eng,4.05,11234,13779,835,109,429,2729,5884,4628,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7738,2371,2371,1391380,28,844662925,9780844662920.0,David McCullough,1968.0,The Johnstown Flood,The Johnstown Flood,eng,4.11,11691,13740,1202,121,351,2442,5842,4984,https://images.gr-assets.com/books/1313667349m/2371.jpg,https://images.gr-assets.com/books/1313667349s/2371.jpg
7742,3216451,3216451,3887843,47,446533424,9780446533420.0,Nelson DeMille,2008.0,The Gate House,The Gate House,en-US,3.71,12625,13679,1207,445,1112,3767,5004,3351,https://images.gr-assets.com/books/1397190673m/3216451.jpg,https://images.gr-assets.com/books/1397190673s/3216451.jpg
7743,19501672,19501672,24797649,24,62294806,9780062294810.0,"J. Lynn, Jennifer L. Armentrout",2014.0,Stay with Me,"Stay with Me (Wait for You, #3)",eng,4.17,20654,23018,1876,222,726,3678,8588,9804,https://images.gr-assets.com/books/1400524327m/19501672.jpg,https://images.gr-assets.com/books/1400524327s/19501672.jpg
7744,15743075,15743075,13626536,54,758290411,9780758290410.0,Sylvia Day,2011.0,Seven Years to Sin,Seven Years to Sin,en-US,3.89,10703,16403,1022,371,979,3951,5892,5210,https://images.gr-assets.com/books/1355259011m/15743075.jpg,https://images.gr-assets.com/books/1355259011s/15743075.jpg
7749,3379,3379,91467,32,1582342156,9781582342150.0,Douglas Coupland,2001.0,All Families Are Psychotic,All Families are Psychotic,,3.69,10461,11830,531,211,923,3638,4592,2466,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7758,21489683,21489683,40816611,52,345543858,9780345543850.0,Tess Gerritsen,2014.0,Die Again,"Die Again (Rizzoli & Isles, #11)",eng,4.16,10837,15729,1618,94,384,2524,6674,6053,https://images.gr-assets.com/books/1395144977m/21489683.jpg,https://images.gr-assets.com/books/1395144977s/21489683.jpg
7761,323289,323289,30783,64,044619154X,9780446191550.0,Sandra Brown,1995.0,Witness,The Witness,eng,3.98,10558,14481,751,144,579,3200,6017,4541,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7764,22892122,22892122,42462101,10,1501101536,9781501101530.0,Katy Evans,2015.0,Manwhore,"Manwhore (Manwhore, #1)",eng,4.14,19220,21242,2423,438,999,3105,7308,9392,https://images.gr-assets.com/books/1421552037m/22892122.jpg,https://images.gr-assets.com/books/1421552037s/22892122.jpg
7780,5148720,5148720,5215692,29,553820273,9780553820270.0,Richelle Mead,2009.0,Succubus Heat,"Succubus Heat (Georgina Kincaid, #4)",en-GB,4.19,20108,22467,848,151,625,3611,8469,9611,https://images.gr-assets.com/books/1363643447m/5148720.jpg,https://images.gr-assets.com/books/1363643447s/5148720.jpg
7786,285212,285212,276710,9,425216594,9780425216590.0,"Patricia Briggs, Eileen Wilks, Karen Chance, Sunny",2007.0,On the Prowl,"On the Prowl (Alpha & Omega, #0.5)",eng,4.05,21757,22552,1115,128,880,5153,8074,8317,https://images.gr-assets.com/books/1422192630m/285212.jpg,https://images.gr-assets.com/books/1422192630s/285212.jpg
7791,12037026,12037026,17003601,22,312380828,9780312380820.0,Lisa Scottoline,2012.0,Come Home,Come Home,,3.56,12971,14130,1690,464,1519,4482,4926,2739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7802,22021611,22021611,41338754,10,698184890,9780698184890.0,Gayle Forman,2014.0,Just One Night,"Just One Night (Just One Day, #2.5)",eng,4.12,15986,17406,2018,231,805,3117,5774,7479,https://images.gr-assets.com/books/1398780998m/22021611.jpg,https://images.gr-assets.com/books/1398780998s/22021611.jpg
7815,23122175,23122175,42671149,8,,,Kristen Callihan,2015.0,The Friend Zone,"The Friend Zone (Game On, #2)",eng,4.21,21130,24009,1755,248,736,3451,8930,10644,https://images.gr-assets.com/books/1430227184m/23122175.jpg,https://images.gr-assets.com/books/1430227184s/23122175.jpg
7819,24903031,24903031,44552981,25,451475321,9780451475330.0,J.R. Ward,2015.0,,"Blood Kiss (Black Dagger Legacy, #1)",eng,4.35,12315,17018,2022,132,323,1874,5801,8888,https://images.gr-assets.com/books/1426697749m/24903031.jpg,https://images.gr-assets.com/books/1426697749s/24903031.jpg
7821,13507011,13507011,19058182,38,,,"Sandra Brown, Stephen Lang",2012.0,Low Pressure,Low Pressure,eng,3.86,12076,14894,1353,186,790,3804,6195,3919,https://images.gr-assets.com/books/1396934108m/13507011.jpg,https://images.gr-assets.com/books/1396934108s/13507011.jpg
7825,3124122,3124122,3155467,54,345485793,9780345485790.0,Steve Berry,2008.0,The Charlemagne Pursuit,"The Charlemagne Pursuit (Cotton Malone, #4)",en-US,3.88,12874,14403,799,160,714,3714,5898,3917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7826,12722,12722,21887652,113,141185538,9780141185540.0,John Steinbeck,1942.0,The Moon Is Down,The Moon Is Down,eng,3.87,12809,14721,1051,166,734,3867,5998,3956,https://images.gr-assets.com/books/1327961310m/12722.jpg,https://images.gr-assets.com/books/1327961310s/12722.jpg
7828,12482658,12482658,17467408,41,307957276,9780307957280.0,Anne Tyler,2012.0,The Beginner's Goodbye,The Beginner's Goodbye,eng,3.58,12780,14812,2499,284,1301,5084,5812,2331,https://images.gr-assets.com/books/1333577280m/12482658.jpg,https://images.gr-assets.com/books/1333577280s/12482658.jpg
7834,20426917,20426917,30157568,15,006195795X,9780061957960.0,Kim Harrison,2014.0,The Witch with No Name,"The Witch With No Name (The Hollows, #13)",en-US,4.43,13513,17570,1836,92,326,1690,5269,10193,https://images.gr-assets.com/books/1398700782m/20426917.jpg,https://images.gr-assets.com/books/1398700782s/20426917.jpg
7847,18870159,18870159,26869240,11,1481420763,9781481420760.0,Abbi Glines,2014.0,Bad for You,"Bad for You (Sea Breeze, #7)",eng,4.3,19392,21120,1518,158,478,2736,7153,10595,https://images.gr-assets.com/books/1390861093m/18870159.jpg,https://images.gr-assets.com/books/1390861093s/18870159.jpg
7857,22571699,22571699,26949988,19,425256758,9780425256760.0,Patricia Briggs,2015.0,Dead Heat,Dead Heat (Alpha & Omega #4),eng,4.27,15320,19632,1776,67,365,2610,7668,8922,https://images.gr-assets.com/books/1406232150m/22571699.jpg,https://images.gr-assets.com/books/1406232150s/22571699.jpg
7874,111126,111126,2457240,84,375727434,9780375727440.0,Alice Munro,2001.0,"Hateship, Friendship, Courtship, Loveship, Marriage","Hateship, Friendship, Courtship, Loveship, Marriage: Stories",,4.06,10945,12818,1245,154,597,2341,5022,4704,https://images.gr-assets.com/books/1494106094m/111126.jpg,https://images.gr-assets.com/books/1494106094s/111126.jpg
7880,1301153,1301153,1290335,53,60724617,9780060724610.0,Meg Cabot,2007.0,Princess Mia,"Princess Mia (The Princess Diaries, #9)",en-US,3.82,17889,19575,616,330,1383,5591,6451,5820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7890,33732,33732,3409,41,037377138X,9780373771390.0,Jennifer Crusie,1996.0,Anyone But You ,Anyone But You,eng,3.8,16747,17908,964,221,1035,5366,6768,4518,https://images.gr-assets.com/books/1263487145m/33732.jpg,https://images.gr-assets.com/books/1263487145s/33732.jpg
7906,166580,166580,160861,20,1840232048,9781840232040.0,"Neil Gaiman, Yoshitaka Amano",1999.0,The Sandman: The Dream Hunters,The Sandman: The Dream Hunters,eng,4.38,14629,16104,509,35,231,1939,5251,8648,https://images.gr-assets.com/books/1327940077m/166580.jpg,https://images.gr-assets.com/books/1327940077s/166580.jpg
7908,26061591,26025992,45949484,19,,,John Sandford,2016.0,,"Extreme Prey (Lucas Davenport, #26)",en-US,4.29,6256,13129,1214,81,232,1556,5241,6019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
